origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2013,9,7,10,73.04,46.94,39.44,220.0,6.904679999999999,,0.0,1019.0,10.0,2013-09-07 14:00:00+00:00
EWR,2013,9,9,7,57.92,44.96,61.93,20.0,9.20624,,0.0,1023.7,10.0,2013-09-09 11:00:00+00:00
EWR,2013,9,9,8,62.96,46.94,55.8,20.0,6.904679999999999,,0.0,1023.7,10.0,2013-09-09 12:00:00+00:00
EWR,2013,9,9,12,69.08,50.0,50.6,160.0,8.05546,,0.0,1023.4,10.0,2013-09-09 16:00:00+00:00
EWR,2013,9,9,18,69.08,53.96,58.56,150.0,11.5078,,0.0,1021.8,10.0,2013-09-09 22:00:00+00:00
EWR,2013,9,10,13,84.92,69.98,65.74,230.0,10.35702,,0.0,,10.0,2013-09-10 17:00:00+00:00
EWR,2013,9,10,14,87.08,69.98,56.92,210.0,11.5078,20.71404,0.0,1017.9,10.0,2013-09-10 18:00:00+00:00
EWR,2013,9,11,6,75.92,71.96,87.55,220.0,10.35702,,0.0,1019.6,5.0,2013-09-11 10:00:00+00:00
EWR,2013,9,11,12,93.02,75.02,55.99,190.0,8.05546,,0.0,1018.1,8.0,2013-09-11 16:00:00+00:00
EWR,2013,9,11,16,93.92,71.96,49.12,190.0,13.809359999999998,,0.0,1015.1,10.0,2013-09-11 20:00:00+00:00
EWR,2013,9,13,12,71.96,59.0,63.7,300.0,11.5078,19.56326,0.0,1005.3,10.0,2013-09-13 16:00:00+00:00
EWR,2013,9,13,15,75.92,55.04,48.34,300.0,16.11092,26.46794,0.0,1004.9,10.0,2013-09-13 19:00:00+00:00
EWR,2013,9,13,17,73.04,51.98,47.59,330.0,21.86482,25.31716,0.0,1006.3,10.0,2013-09-13 21:00:00+00:00
EWR,2013,9,13,18,69.98,51.08,51.07,340.0,12.65858,21.86482,0.0,1007.5,10.0,2013-09-13 22:00:00+00:00
EWR,2013,9,13,21,62.96,48.92,60.11,330.0,11.5078,,0.0,1010.5,10.0,2013-09-14 01:00:00+00:00
EWR,2013,9,14,6,55.04,44.06,66.41,350.0,11.5078,,0.0,1014.3,10.0,2013-09-14 10:00:00+00:00
EWR,2013,9,14,7,55.94,44.06,64.28,330.0,9.20624,,0.0,1014.9,10.0,2013-09-14 11:00:00+00:00
EWR,2013,9,14,11,64.94,46.04,50.32,310.0,12.65858,,0.0,1015.7,10.0,2013-09-14 15:00:00+00:00
EWR,2013,9,14,13,66.02,46.04,48.47,290.0,10.35702,18.41248,0.0,1016.0,10.0,2013-09-14 17:00:00+00:00
EWR,2013,9,15,14,71.06,42.08,35.04,,3.4523399999999995,,0.0,1020.7,10.0,2013-09-15 18:00:00+00:00
EWR,2013,9,15,16,73.04,42.08,32.77,250.0,9.20624,,0.0,1019.4,10.0,2013-09-15 20:00:00+00:00
EWR,2013,9,15,19,68.0,46.94,46.83,230.0,8.05546,,0.0,1019.1,10.0,2013-09-15 23:00:00+00:00
EWR,2013,9,15,20,66.92,50.0,54.51,190.0,4.60312,,0.0,1019.1,10.0,2013-09-16 00:00:00+00:00
EWR,2013,9,16,11,64.94,55.04,70.28,340.0,8.05546,,0.0,1018.9,10.0,2013-09-16 15:00:00+00:00
EWR,2013,9,16,12,66.92,51.98,58.65,350.0,8.05546,,0.0,1018.5,10.0,2013-09-16 16:00:00+00:00
EWR,2013,9,16,14,73.04,50.0,44.23,350.0,9.20624,,0.0,1017.9,10.0,2013-09-16 18:00:00+00:00
EWR,2013,9,16,16,71.06,48.02,43.92,360.0,13.809359999999998,21.86482,0.0,1018.3,10.0,2013-09-16 20:00:00+00:00
EWR,2013,9,17,6,48.92,37.04,63.39,10.0,12.65858,,0.0,1028.8,10.0,2013-09-17 10:00:00+00:00
EWR,2013,9,17,12,62.06,37.04,39.33,30.0,8.05546,,0.0,1029.8,10.0,2013-09-17 16:00:00+00:00
EWR,2013,9,17,16,66.02,37.04,34.24,70.0,6.904679999999999,,0.0,1027.8,10.0,2013-09-17 20:00:00+00:00
EWR,2013,9,17,17,64.94,35.06,32.87,30.0,6.904679999999999,,0.0,1027.6,10.0,2013-09-17 21:00:00+00:00
EWR,2013,9,18,13,71.06,42.08,35.04,290.0,4.60312,,0.0,1024.5,10.0,2013-09-18 17:00:00+00:00
EWR,2013,9,18,14,71.06,37.94,29.83,0.0,0.0,,0.0,1023.8,10.0,2013-09-18 18:00:00+00:00
EWR,2013,9,18,16,69.98,46.94,43.75,150.0,12.65858,,0.0,1022.7,10.0,2013-09-18 20:00:00+00:00
EWR,2013,9,18,21,60.08,51.08,72.13,190.0,5.7539,,0.0,1022.8,10.0,2013-09-19 01:00:00+00:00
EWR,2013,9,19,6,50.0,46.04,86.19,200.0,3.4523399999999995,,0.0,1022.2,10.0,2013-09-19 10:00:00+00:00
EWR,2013,9,21,13,77.0,62.06,59.98,180.0,12.65858,23.0156,0.0,1009.3,10.0,2013-09-21 17:00:00+00:00
EWR,2013,9,21,14,80.06,59.0,48.64,160.0,13.809359999999998,19.56326,0.0,1008.4,10.0,2013-09-21 18:00:00+00:00
EWR,2013,9,21,15,78.08,60.98,55.7,150.0,16.11092,25.31716,0.0,1007.6,10.0,2013-09-21 19:00:00+00:00
EWR,2013,9,22,7,62.96,57.02,80.93,290.0,8.05546,,0.0,1007.2,10.0,2013-09-22 11:00:00+00:00
EWR,2013,9,22,11,69.08,48.02,46.99,280.0,16.11092,21.86482,0.0,1008.1,10.0,2013-09-22 15:00:00+00:00
EWR,2013,9,23,7,53.06,39.02,58.77,340.0,11.5078,,0.0,1016.4,10.0,2013-09-23 11:00:00+00:00
EWR,2013,9,23,11,62.06,39.92,44.02,320.0,13.809359999999998,,0.0,1016.1,10.0,2013-09-23 15:00:00+00:00
EWR,2013,9,23,18,62.96,42.08,46.37,300.0,9.20624,,0.0,1015.7,10.0,2013-09-23 22:00:00+00:00
EWR,2013,9,23,20,57.92,42.08,55.47,310.0,14.96014,,0.0,1016.8,10.0,2013-09-24 00:00:00+00:00
EWR,2013,9,24,7,50.0,39.92,68.15,290.0,4.60312,,0.0,1017.8,10.0,2013-09-24 11:00:00+00:00
EWR,2013,9,24,10,60.08,42.08,51.34,310.0,8.05546,,0.0,1016.2,10.0,2013-09-24 14:00:00+00:00
EWR,2013,9,24,13,71.06,39.92,32.23,290.0,9.20624,19.56326,0.0,1013.4,10.0,2013-09-24 17:00:00+00:00
EWR,2013,9,24,16,75.02,41.0,29.41,330.0,10.35702,,0.0,1011.9,9.0,2013-09-24 20:00:00+00:00
EWR,2013,9,24,19,68.0,42.08,38.91,290.0,8.05546,,0.0,1012.1,10.0,2013-09-24 23:00:00+00:00
EWR,2013,9,25,18,69.08,46.04,43.61,40.0,4.60312,,0.0,1012.1,10.0,2013-09-25 22:00:00+00:00
EWR,2013,9,25,20,64.04,48.02,55.95,40.0,4.60312,,0.0,1013.0,10.0,2013-09-26 00:00:00+00:00
EWR,2013,9,26,6,57.02,53.06,86.58,10.0,11.5078,,0.0,1015.3,10.0,2013-09-26 10:00:00+00:00
EWR,2013,9,26,18,64.04,55.94,74.94,160.0,4.60312,,0.0,1017.5,10.0,2013-09-26 22:00:00+00:00
EWR,2013,9,26,20,64.04,57.02,77.92,0.0,0.0,,0.0,1018.5,10.0,2013-09-27 00:00:00+00:00
EWR,2013,9,27,11,68.0,51.98,56.51,360.0,6.904679999999999,,0.0,1023.4,10.0,2013-09-27 15:00:00+00:00
EWR,2013,9,27,16,66.02,50.0,56.23,30.0,9.20624,,0.0,1022.7,10.0,2013-09-27 20:00:00+00:00
EWR,2013,9,27,17,66.02,51.08,58.53,20.0,10.35702,,0.0,1023.0,10.0,2013-09-27 21:00:00+00:00
EWR,2013,9,28,6,55.94,51.98,86.52,10.0,8.05546,,0.0,1026.0,10.0,2013-09-28 10:00:00+00:00
EWR,2013,9,29,14,69.98,53.06,54.94,100.0,5.7539,,0.0,1020.2,10.0,2013-09-29 18:00:00+00:00
EWR,2013,9,30,19,66.02,53.96,65.07,160.0,4.60312,,0.0,1015.6,10.0,2013-09-30 23:00:00+00:00
EWR,2013,10,1,16,80.96,55.94,42.3,270.0,13.809359999999998,20.71404,0.0,1012.4,10.0,2013-10-01 20:00:00+00:00
EWR,2013,10,2,9,73.04,57.02,57.2,260.0,6.904679999999999,,0.0,1015.7,10.0,2013-10-02 13:00:00+00:00
EWR,2013,10,2,10,75.92,57.92,53.65,270.0,11.5078,18.41248,0.0,1015.5,10.0,2013-10-02 14:00:00+00:00
EWR,2013,10,2,13,82.94,59.0,44.29,260.0,12.65858,20.71404,0.0,1013.6,10.0,2013-10-02 17:00:00+00:00
EWR,2013,10,2,19,78.98,60.08,52.37,260.0,9.20624,,0.0,1014.2,10.0,2013-10-02 23:00:00+00:00
EWR,2013,10,2,20,77.0,60.98,57.73,280.0,8.05546,,0.0,1015.0,10.0,2013-10-03 00:00:00+00:00
EWR,2013,10,3,5,62.96,57.92,83.6,280.0,4.60312,,0.0,1018.5,10.0,2013-10-03 09:00:00+00:00
EWR,2013,10,3,20,71.06,57.92,63.18,170.0,4.60312,,0.0,1018.1,10.0,2013-10-04 00:00:00+00:00
EWR,2013,10,4,15,87.08,60.98,41.61,250.0,9.20624,18.41248,0.0,1014.6,10.0,2013-10-04 19:00:00+00:00
EWR,2013,10,5,21,66.92,64.04,90.46,140.0,5.7539,,0.0,1018.7,5.0,2013-10-06 01:00:00+00:00
EWR,2013,10,6,9,66.92,66.02,96.93,90.0,8.05546,,0.0,1019.1,2.0,2013-10-06 13:00:00+00:00
EWR,2013,10,6,11,69.08,66.2,93.97,130.0,8.05546,,0.0,,4.0,2013-10-06 15:00:00+00:00
EWR,2013,10,6,13,69.8,66.2,89.98,90.0,10.35702,,0.0,,2.5,2013-10-06 17:00:00+00:00
EWR,2013,10,7,6,69.98,68.0,93.44,,5.7539,,0.0,,7.0,2013-10-07 10:00:00+00:00
EWR,2013,10,7,19,62.06,57.02,83.54,240.0,5.7539,,0.0,1013.1,10.0,2013-10-07 23:00:00+00:00
EWR,2013,10,8,8,59.0,44.06,57.57,350.0,12.65858,,0.0,1023.6,10.0,2013-10-08 12:00:00+00:00
EWR,2013,10,9,13,60.98,46.94,59.84,40.0,16.11092,,0.0,1028.1,10.0,2013-10-09 17:00:00+00:00
EWR,2013,10,9,17,62.06,46.04,55.68,50.0,10.35702,,0.0,1026.9,10.0,2013-10-09 21:00:00+00:00
EWR,2013,10,10,6,53.96,46.94,77.06,20.0,12.65858,,0.0,1024.0,10.0,2013-10-10 10:00:00+00:00
EWR,2013,10,10,9,53.96,51.08,89.95,10.0,11.5078,,0.01,1023.4,10.0,2013-10-10 13:00:00+00:00
EWR,2013,10,10,15,62.96,53.96,72.42,20.0,16.11092,,0.0,,10.0,2013-10-10 19:00:00+00:00
EWR,2013,10,11,8,62.06,55.94,80.34,20.0,11.5078,,0.0,1017.2,10.0,2013-10-11 12:00:00+00:00
EWR,2013,10,11,20,68.0,57.92,70.15,40.0,12.65858,,0.0,1017.9,10.0,2013-10-12 00:00:00+00:00
EWR,2013,10,12,19,66.02,53.06,62.96,60.0,16.11092,23.0156,0.0,1023.9,10.0,2013-10-12 23:00:00+00:00
EWR,2013,10,13,17,62.96,48.92,60.11,70.0,9.20624,,0.0,1027.3,10.0,2013-10-13 21:00:00+00:00
EWR,2013,10,14,13,66.02,46.94,50.14,50.0,5.7539,,0.0,1025.3,10.0,2013-10-14 17:00:00+00:00
EWR,2013,10,14,16,64.04,48.92,57.87,140.0,5.7539,,0.0,1024.4,10.0,2013-10-14 20:00:00+00:00
EWR,2013,10,14,17,60.98,50.0,67.11,160.0,6.904679999999999,,0.0,1024.9,10.0,2013-10-14 21:00:00+00:00
EWR,2013,10,14,20,59.0,51.08,74.96,0.0,0.0,,0.0,1025.1,10.0,2013-10-15 00:00:00+00:00
EWR,2013,10,14,21,59.0,51.08,74.96,0.0,0.0,,0.0,1025.1,10.0,2013-10-15 01:00:00+00:00
EWR,2013,10,15,6,51.98,50.0,92.93,50.0,3.4523399999999995,,0.0,1023.4,10.0,2013-10-15 10:00:00+00:00
EWR,2013,10,15,7,53.06,51.08,92.96,10.0,3.4523399999999995,,0.0,1023.7,9.0,2013-10-15 11:00:00+00:00
EWR,2013,10,15,9,60.98,53.06,75.14,30.0,4.60312,,0.0,1023.8,10.0,2013-10-15 13:00:00+00:00
EWR,2013,10,16,7,57.2,51.98,83.21,10.0,5.7539,,0.0,,10.0,2013-10-16 11:00:00+00:00
EWR,2013,10,16,17,64.04,57.92,80.49,150.0,6.904679999999999,,0.0,1014.6,10.0,2013-10-16 21:00:00+00:00
EWR,2013,10,17,9,66.2,60.98,88.09,240.0,8.05546,,0.0,,6.0,2013-10-17 13:00:00+00:00
EWR,2013,10,17,11,69.98,60.08,70.81,,5.7539,,0.0,1011.8,8.0,2013-10-17 15:00:00+00:00
EWR,2013,10,18,6,57.02,46.04,66.65,260.0,12.65858,,0.0,1009.6,10.0,2013-10-18 10:00:00+00:00
EWR,2013,10,18,11,66.02,42.98,43.13,290.0,16.11092,24.16638,0.0,1012.1,10.0,2013-10-18 15:00:00+00:00
EWR,2013,10,18,13,69.08,42.08,37.49,280.0,14.96014,21.86482,0.0,1011.3,10.0,2013-10-18 17:00:00+00:00
EWR,2013,10,18,20,60.08,41.0,49.25,260.0,11.5078,,0.0,1014.5,10.0,2013-10-19 00:00:00+00:00
EWR,2013,10,19,9,53.96,42.98,66.28,0.0,0.0,,0.0,1015.0,10.0,2013-10-19 13:00:00+00:00
EWR,2013,10,19,12,62.96,42.08,46.37,160.0,6.904679999999999,,0.0,1013.5,10.0,2013-10-19 16:00:00+00:00
EWR,2013,10,20,14,64.94,33.08,30.37,280.0,14.96014,19.56326,0.0,1014.0,10.0,2013-10-20 18:00:00+00:00
EWR,2013,10,20,16,64.04,30.02,27.7,290.0,11.5078,,0.0,1014.5,10.0,2013-10-20 20:00:00+00:00
EWR,2013,10,20,21,55.04,35.06,46.77,260.0,8.05546,,0.0,1017.9,10.0,2013-10-21 01:00:00+00:00
EWR,2013,10,21,8,50.0,39.92,68.15,200.0,3.4523399999999995,,0.0,1021.3,10.0,2013-10-21 12:00:00+00:00
EWR,2013,10,21,13,68.0,33.08,27.31,240.0,10.35702,16.11092,0.0,1018.2,10.0,2013-10-21 17:00:00+00:00
EWR,2013,10,22,6,50.0,46.04,86.19,240.0,3.4523399999999995,,0.0,1011.9,10.0,2013-10-22 10:00:00+00:00
EWR,2013,10,22,11,64.94,46.94,52.06,230.0,10.35702,,0.0,1009.5,10.0,2013-10-22 15:00:00+00:00
EWR,2013,10,22,13,64.04,46.94,53.73,280.0,12.65858,,0.0,1008.6,10.0,2013-10-22 17:00:00+00:00
EWR,2013,10,22,17,60.08,44.96,57.33,240.0,11.5078,,0.0,1008.2,10.0,2013-10-22 21:00:00+00:00
EWR,2013,10,23,20,48.02,33.98,58.07,300.0,10.35702,,0.0,1006.6,10.0,2013-10-24 00:00:00+00:00
EWR,2013,10,24,8,44.06,33.08,65.07,280.0,14.96014,25.31716,0.0,1013.4,10.0,2013-10-24 12:00:00+00:00
EWR,2013,10,24,21,44.96,28.04,51.24,250.0,11.5078,,0.0,1016.0,10.0,2013-10-25 01:00:00+00:00
EWR,2013,10,25,6,37.94,28.94,69.73,240.0,6.904679999999999,,0.0,1019.1,10.0,2013-10-25 10:00:00+00:00
EWR,2013,10,25,8,42.08,30.92,64.35,270.0,8.05546,,0.0,1020.6,10.0,2013-10-25 12:00:00+00:00
EWR,2013,10,25,17,51.98,24.98,34.72,310.0,9.20624,,0.0,1020.9,10.0,2013-10-25 21:00:00+00:00
EWR,2013,10,26,7,35.96,30.92,81.72,210.0,6.904679999999999,,0.0,1022.8,10.0,2013-10-26 11:00:00+00:00
EWR,2013,10,27,8,48.02,32.0,53.63,220.0,9.20624,,0.0,1014.6,10.0,2013-10-27 12:00:00+00:00
EWR,2013,10,27,11,57.02,30.92,36.87,270.0,13.809359999999998,,0.0,1015.2,10.0,2013-10-27 15:00:00+00:00
EWR,2013,10,27,13,59.0,28.94,31.68,270.0,13.809359999999998,18.41248,0.0,1014.1,10.0,2013-10-27 17:00:00+00:00
EWR,2013,10,27,15,60.08,28.04,29.38,280.0,19.56326,26.46794,0.0,1014.5,10.0,2013-10-27 19:00:00+00:00
EWR,2013,10,27,18,53.96,28.04,36.63,270.0,10.35702,,0.0,1017.1,10.0,2013-10-27 22:00:00+00:00
EWR,2013,10,28,10,55.04,28.94,36.54,230.0,11.5078,,0.0,1024.1,10.0,2013-10-28 14:00:00+00:00
EWR,2013,10,28,18,57.02,30.92,36.87,240.0,6.904679999999999,,0.0,1023.7,10.0,2013-10-28 22:00:00+00:00
EWR,2013,10,29,17,51.98,30.92,44.31,30.0,4.60312,,0.0,1027.9,10.0,2013-10-29 21:00:00+00:00
EWR,2013,10,29,19,46.94,32.0,55.85,20.0,6.904679999999999,,0.0,1028.9,10.0,2013-10-29 23:00:00+00:00
EWR,2013,10,30,8,48.92,37.04,63.39,0.0,0.0,,0.0,1026.0,10.0,2013-10-30 12:00:00+00:00
EWR,2013,10,30,15,60.08,48.92,66.56,230.0,9.20624,,0.0,1022.3,10.0,2013-10-30 19:00:00+00:00
EWR,2013,10,30,17,59.0,50.0,72.01,170.0,3.4523399999999995,,0.0,1022.3,10.0,2013-10-30 21:00:00+00:00
EWR,2013,10,31,13,62.96,60.8,93.83,,4.60312,,0.01,,5.0,2013-10-31 17:00:00+00:00
EWR,2013,10,31,15,64.94,59.0,81.07,0.0,0.0,,0.0,1014.7,6.0,2013-10-31 19:00:00+00:00
EWR,2013,11,1,10,64.4,60.8,88.09,250.0,19.56326,,0.12,,10.0,2013-11-01 14:00:00+00:00
EWR,2013,11,1,13,68.0,55.94,65.31,230.0,17.261699999999998,27.61872,0.0,1001.4,10.0,2013-11-01 17:00:00+00:00
EWR,2013,11,2,18,60.98,41.0,47.7,290.0,9.20624,16.11092,0.0,1005.6,10.0,2013-11-02 22:00:00+00:00
EWR,2013,11,3,19,39.02,19.94,45.91,340.0,14.96014,,0.0,1028.1,10.0,2013-11-04 00:00:00+00:00
EWR,2013,11,4,13,46.04,14.0,27.11,,4.60312,,0.0,1036.2,10.0,2013-11-04 18:00:00+00:00
EWR,2013,11,4,14,44.96,14.0,28.25,90.0,3.4523399999999995,,0.0,1036.7,10.0,2013-11-04 19:00:00+00:00
EWR,2013,11,4,16,44.96,12.92,26.94,70.0,4.60312,,0.0,1037.1,10.0,2013-11-04 21:00:00+00:00
EWR,2013,11,4,17,44.06,14.0,29.23,70.0,4.60312,,0.0,1037.5,10.0,2013-11-04 22:00:00+00:00
EWR,2013,11,5,7,41.0,30.92,67.09,20.0,6.904679999999999,,0.0,1037.6,10.0,2013-11-05 12:00:00+00:00
EWR,2013,11,5,12,53.96,39.02,56.86,120.0,5.7539,,0.0,1036.1,10.0,2013-11-05 17:00:00+00:00
EWR,2013,11,5,14,53.06,39.02,58.77,140.0,8.05546,,0.0,1034.9,10.0,2013-11-05 19:00:00+00:00
EWR,2013,11,6,6,48.02,42.98,82.59,0.0,0.0,,0.0,1030.1,10.0,2013-11-06 11:00:00+00:00
EWR,2013,11,6,10,59.0,42.98,55.24,,3.4523399999999995,,0.0,1028.4,10.0,2013-11-06 15:00:00+00:00
EWR,2013,11,6,19,55.94,48.02,74.67,180.0,6.904679999999999,,0.0,1021.5,10.0,2013-11-07 00:00:00+00:00
EWR,2013,11,7,13,60.8,55.4,86.58,310.0,17.261699999999998,,0.04,,5.0,2013-11-07 18:00:00+00:00
EWR,2013,11,7,18,48.92,37.04,63.39,320.0,19.56326,26.46794,0.0,1013.1,10.0,2013-11-07 23:00:00+00:00
EWR,2013,11,7,20,46.04,30.92,55.32,320.0,8.05546,,0.0,1014.1,10.0,2013-11-08 01:00:00+00:00
EWR,2013,11,8,6,39.92,28.04,62.21,270.0,13.809359999999998,,0.0,1017.1,10.0,2013-11-08 11:00:00+00:00
EWR,2013,11,8,15,48.92,23.0,35.8,290.0,13.809359999999998,25.31716,0.0,1018.6,10.0,2013-11-08 20:00:00+00:00
EWR,2013,11,9,13,51.08,23.0,33.04,220.0,8.05546,20.71404,0.0,1021.9,10.0,2013-11-09 18:00:00+00:00
EWR,2013,11,11,6,41.0,24.98,52.56,260.0,5.7539,,0.0,1022.8,10.0,2013-11-11 11:00:00+00:00
EWR,2013,11,11,18,51.98,30.02,42.72,220.0,17.261699999999998,25.31716,0.0,1016.6,10.0,2013-11-11 23:00:00+00:00
EWR,2013,11,13,7,30.02,12.92,48.48,340.0,12.65858,,0.0,1028.5,10.0,2013-11-13 12:00:00+00:00
EWR,2013,11,13,12,39.92,8.96,27.42,300.0,17.261699999999998,24.16638,0.0,1027.3,10.0,2013-11-13 17:00:00+00:00
EWR,2013,11,13,18,35.96,12.92,38.2,230.0,3.4523399999999995,,0.0,1027.8,10.0,2013-11-13 23:00:00+00:00
EWR,2013,11,13,19,35.06,14.0,41.51,230.0,6.904679999999999,,0.0,1027.6,10.0,2013-11-14 00:00:00+00:00
EWR,2013,11,14,17,50.0,10.04,19.61,230.0,10.35702,,0.0,1022.7,10.0,2013-11-14 22:00:00+00:00
EWR,2013,11,15,16,53.06,21.92,29.35,200.0,4.60312,,0.0,1021.8,10.0,2013-11-15 21:00:00+00:00
EWR,2013,11,15,20,44.96,24.98,45.15,220.0,5.7539,,0.0,1023.2,10.0,2013-11-16 01:00:00+00:00
EWR,2013,11,16,11,57.02,42.98,59.31,140.0,4.60312,,0.0,1026.0,10.0,2013-11-16 16:00:00+00:00
EWR,2013,11,17,7,51.98,48.2,87.47,360.0,4.60312,,0.0,,5.0,2013-11-17 12:00:00+00:00
EWR,2013,11,17,10,55.94,51.98,86.52,30.0,3.4523399999999995,,0.0,1021.7,4.0,2013-11-17 15:00:00+00:00
EWR,2013,11,20,5,30.92,19.94,63.36,10.0,10.35702,,0.0,1031.9,10.0,2013-11-20 10:00:00+00:00
EWR,2013,11,20,9,37.04,15.98,41.84,20.0,13.809359999999998,,0.0,1034.9,10.0,2013-11-20 14:00:00+00:00
EWR,2013,11,20,20,37.04,17.96,45.58,20.0,5.7539,,0.0,1035.6,10.0,2013-11-21 01:00:00+00:00
EWR,2013,11,21,6,30.92,21.02,66.34,20.0,10.35702,,0.0,1036.7,10.0,2013-11-21 11:00:00+00:00
EWR,2013,11,21,10,46.04,28.04,49.19,0.0,0.0,,0.0,1035.9,10.0,2013-11-21 15:00:00+00:00
EWR,2013,11,21,18,50.0,39.92,68.15,,3.4523399999999995,,0.0,1031.2,10.0,2013-11-21 23:00:00+00:00
EWR,2013,11,22,8,51.8,48.2,92.87,220.0,10.35702,,0.0,,10.0,2013-11-22 13:00:00+00:00
EWR,2013,11,22,20,55.04,48.02,77.15,230.0,9.20624,,0.0,1014.3,10.0,2013-11-23 01:00:00+00:00
EWR,2013,11,23,17,42.08,17.96,37.46,260.0,19.56326,,0.0,1013.5,10.0,2013-11-23 22:00:00+00:00
EWR,2013,11,24,16,26.96,3.02,35.15,320.0,14.96014,25.31716,0.0,1025.9,10.0,2013-11-24 21:00:00+00:00
EWR,2013,11,25,9,28.94,8.06,40.79,270.0,4.60312,,0.0,1032.7,10.0,2013-11-25 14:00:00+00:00
EWR,2013,11,25,16,33.98,10.94,37.86,220.0,9.20624,,0.0,1029.0,10.0,2013-11-25 21:00:00+00:00
EWR,2013,11,25,20,32.0,10.94,40.99,200.0,11.5078,,0.0,1028.2,10.0,2013-11-26 01:00:00+00:00
EWR,2013,11,26,7,35.06,17.96,49.3,270.0,6.904679999999999,,0.0,1026.7,10.0,2013-11-26 12:00:00+00:00
EWR,2013,11,26,8,35.96,17.96,47.57,0.0,0.0,,0.0,1026.9,10.0,2013-11-26 13:00:00+00:00
EWR,2013,11,26,17,37.94,35.06,89.25,90.0,5.7539,,0.03,,6.0,2013-11-26 22:00:00+00:00
EWR,2013,11,26,20,39.92,39.02,96.55,30.0,6.904679999999999,,0.05,1017.1,3.0,2013-11-27 01:00:00+00:00
EWR,2013,11,27,7,60.8,57.2,93.1,230.0,14.96014,,0.06,,5.0,2013-11-27 12:00:00+00:00
EWR,2013,11,27,10,48.2,46.4,93.45,320.0,13.809359999999998,,0.04,,10.0,2013-11-27 15:00:00+00:00
EWR,2013,11,27,19,39.02,32.0,75.69,290.0,13.809359999999998,24.16638,0.0,1001.0,10.0,2013-11-28 00:00:00+00:00
EWR,2013,11,28,6,30.02,12.92,48.48,270.0,11.5078,,0.0,1020.1,10.0,2013-11-28 11:00:00+00:00
EWR,2013,11,28,8,30.92,10.94,42.82,290.0,13.809359999999998,26.46794,0.0,1023.1,10.0,2013-11-28 13:00:00+00:00
EWR,2013,11,29,8,33.98,17.96,51.47,310.0,6.904679999999999,,0.0,1035.6,10.0,2013-11-29 13:00:00+00:00
EWR,2013,11,29,13,39.92,17.96,40.72,280.0,11.5078,18.41248,0.0,1035.5,10.0,2013-11-29 18:00:00+00:00
EWR,2013,11,29,16,35.06,17.96,49.3,350.0,14.96014,,0.0,1037.5,10.0,2013-11-29 21:00:00+00:00
EWR,2013,11,29,18,33.98,17.06,49.51,340.0,8.05546,,0.0,1038.9,10.0,2013-11-29 23:00:00+00:00
EWR,2013,11,30,8,28.04,15.08,57.79,20.0,9.20624,,0.0,1041.9,10.0,2013-11-30 13:00:00+00:00
EWR,2013,11,30,11,33.98,15.08,45.43,,4.60312,,0.0,1039.5,10.0,2013-11-30 16:00:00+00:00
EWR,2013,11,30,18,37.94,26.96,64.7,100.0,6.904679999999999,,0.0,,10.0,2013-11-30 23:00:00+00:00
EWR,2013,12,1,6,33.8,26.6,78.45,40.0,5.7539,,0.0,,10.0,2013-12-01 11:00:00+00:00
EWR,2013,12,1,10,44.96,32.0,60.2,0.0,0.0,,0.0,1022.2,10.0,2013-12-01 15:00:00+00:00
EWR,2013,12,1,11,46.04,30.02,53.33,180.0,3.4523399999999995,,0.0,1020.8,10.0,2013-12-01 16:00:00+00:00
EWR,2013,12,1,14,50.0,30.02,45.97,,3.4523399999999995,,0.0,1018.5,10.0,2013-12-01 19:00:00+00:00
EWR,2013,12,3,6,37.94,35.06,89.25,350.0,6.904679999999999,,0.0,1013.0,7.0,2013-12-03 11:00:00+00:00
EWR,2013,12,3,9,44.06,37.04,76.16,0.0,0.0,,0.0,1014.0,8.0,2013-12-03 14:00:00+00:00
EWR,2013,12,4,15,50.0,42.08,74.1,90.0,4.60312,,0.0,1018.9,5.0,2013-12-04 20:00:00+00:00
EWR,2013,12,4,18,50.0,42.08,74.1,120.0,3.4523399999999995,,0.0,1020.5,9.0,2013-12-04 23:00:00+00:00
EWR,2013,12,5,10,53.6,51.98,100.0,0.0,0.0,,0.0,,0.5,2013-12-05 15:00:00+00:00
EWR,2013,12,5,13,57.92,53.6,87.74,0.0,0.0,,0.0,,6.0,2013-12-05 18:00:00+00:00
EWR,2013,12,5,16,57.92,53.06,83.82,180.0,3.4523399999999995,,0.0,1015.5,6.0,2013-12-05 21:00:00+00:00
EWR,2013,12,6,21,39.2,37.4,93.19,360.0,16.11092,,0.06,,6.0,2013-12-07 02:00:00+00:00
EWR,2013,12,8,9,30.92,15.98,53.44,10.0,6.904679999999999,,0.0,1035.8,10.0,2013-12-08 14:00:00+00:00
EWR,2013,12,8,10,32.0,17.06,53.6,20.0,10.35702,,0.0,1035.5,10.0,2013-12-08 15:00:00+00:00
EWR,2013,12,8,15,33.08,17.96,53.36,30.0,4.60312,,0.0,1033.3,10.0,2013-12-08 20:00:00+00:00
EWR,2013,12,9,6,33.8,32.0,95.75,360.0,13.809359999999998,,0.05,,3.0,2013-12-09 11:00:00+00:00
