year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,3,1425.0,1429,-4.0,1725.0,1727,-2.0,DL,1902,N327NB,LGA,PBI,143.0,1035,14,29,2013-11-03 19:00:00+00:00
2013,11,3,1447.0,1447,0.0,1745.0,1754,-9.0,UA,1744,N24715,LGA,IAH,206.0,1416,14,47,2013-11-03 19:00:00+00:00
2013,11,3,1542.0,1510,32.0,1642.0,1630,12.0,MQ,3663,N513MQ,JFK,DCA,37.0,213,15,10,2013-11-03 20:00:00+00:00
2013,11,3,1922.0,1900,22.0,2131.0,2057,34.0,EV,4278,N16951,EWR,CAE,85.0,602,19,0,2013-11-04 00:00:00+00:00
2013,11,4,541.0,545,-4.0,821.0,855,-34.0,AA,2243,N5CGAA,JFK,MIA,139.0,1089,5,45,2013-11-04 10:00:00+00:00
2013,11,4,747.0,755,-8.0,947.0,1000,-13.0,B6,1273,N353JB,JFK,CHS,90.0,636,7,55,2013-11-04 12:00:00+00:00
2013,11,4,1401.0,1325,36.0,1717.0,1623,54.0,UA,1054,N17139,EWR,LAX,351.0,2454,13,25,2013-11-04 18:00:00+00:00
2013,11,4,1500.0,1454,6.0,1723.0,1712,11.0,UA,1107,N45440,EWR,DEN,242.0,1605,14,54,2013-11-04 19:00:00+00:00
2013,11,4,1633.0,1638,-5.0,1831.0,1829,2.0,EV,4175,N13978,EWR,AVL,90.0,583,16,38,2013-11-04 21:00:00+00:00
2013,11,4,1720.0,1715,5.0,2051.0,2024,27.0,UA,527,N420UA,EWR,PDX,337.0,2434,17,15,2013-11-04 22:00:00+00:00
2013,11,4,1925.0,1930,-5.0,2102.0,2049,13.0,EV,5769,N833AS,LGA,IAD,43.0,229,19,30,2013-11-05 00:00:00+00:00
2013,11,4,1953.0,2000,-7.0,2139.0,2132,7.0,UA,695,N497UA,LGA,ORD,110.0,733,20,0,2013-11-05 01:00:00+00:00
2013,11,4,2014.0,2019,-5.0,2359.0,2355,4.0,B6,915,N821JB,JFK,SFO,362.0,2586,20,19,2013-11-05 01:00:00+00:00
2013,11,5,658.0,710,-12.0,1002.0,1025,-23.0,AA,1345,N319AA,JFK,MIA,144.0,1089,7,10,2013-11-05 12:00:00+00:00
2013,11,5,700.0,705,-5.0,853.0,850,3.0,WN,1352,N602SW,EWR,STL,151.0,872,7,5,2013-11-05 12:00:00+00:00
2013,11,5,757.0,755,2.0,924.0,925,-1.0,WN,398,N280WN,EWR,MDW,121.0,711,7,55,2013-11-05 12:00:00+00:00
2013,11,5,1048.0,1059,-11.0,1244.0,1254,-10.0,MQ,3281,N807MQ,LGA,CMH,83.0,479,10,59,2013-11-05 15:00:00+00:00
2013,11,5,1213.0,1215,-2.0,1343.0,1333,10.0,EV,4240,N12552,EWR,BUF,62.0,282,12,15,2013-11-05 17:00:00+00:00
2013,11,5,1423.0,1430,-7.0,1620.0,1634,-14.0,9E,3509,N919XJ,EWR,MSP,158.0,1008,14,30,2013-11-05 19:00:00+00:00
2013,11,5,1456.0,1453,3.0,1813.0,1829,-16.0,UA,998,N452UA,EWR,PHX,293.0,2133,14,53,2013-11-05 19:00:00+00:00
2013,11,5,1526.0,1530,-4.0,1851.0,1901,-10.0,DL,417,N192DN,JFK,LAX,346.0,2475,15,30,2013-11-05 20:00:00+00:00
2013,11,5,2008.0,2015,-7.0,2156.0,2155,1.0,MQ,3535,N504MQ,JFK,CMH,82.0,483,20,15,2013-11-06 01:00:00+00:00
2013,11,6,616.0,620,-4.0,812.0,810,2.0,MQ,3351,N508MQ,LGA,DTW,94.0,502,6,20,2013-11-06 11:00:00+00:00
2013,11,6,627.0,632,-5.0,844.0,854,-10.0,EV,4122,N14993,EWR,SDF,108.0,642,6,32,2013-11-06 11:00:00+00:00
2013,11,6,931.0,940,-9.0,1209.0,1120,49.0,AA,317,N426AA,LGA,ORD,126.0,733,9,40,2013-11-06 14:00:00+00:00
2013,11,6,1013.0,1015,-2.0,1327.0,1342,-15.0,US,604,N663AW,EWR,PHX,300.0,2133,10,15,2013-11-06 15:00:00+00:00
2013,11,6,1052.0,1059,-7.0,1329.0,1405,-36.0,B6,971,N558JB,LGA,FLL,142.0,1076,10,59,2013-11-06 15:00:00+00:00
2013,11,6,1125.0,1129,-4.0,1428.0,1429,-1.0,AA,1139,N3JAAA,LGA,DFW,213.0,1389,11,29,2013-11-06 16:00:00+00:00
2013,11,6,1554.0,1555,-1.0,1742.0,1755,-13.0,MQ,3199,N5PBMQ,LGA,CLT,80.0,544,15,55,2013-11-06 20:00:00+00:00
2013,11,6,1921.0,1930,-9.0,2119.0,2138,-19.0,EV,4361,N21129,EWR,TYS,96.0,631,19,30,2013-11-07 00:00:00+00:00
2013,11,6,1923.0,1925,-2.0,2358.0,39,-41.0,DL,347,N3750D,JFK,SJU,183.0,1598,19,25,2013-11-07 00:00:00+00:00
2013,11,6,2136.0,2140,-4.0,2258.0,2250,8.0,MQ,3660,N539MQ,LGA,BNA,125.0,764,21,40,2013-11-07 02:00:00+00:00
2013,11,7,742.0,746,-4.0,1029.0,1050,-21.0,B6,163,N635JB,JFK,SRQ,152.0,1041,7,46,2013-11-07 12:00:00+00:00
2013,11,7,1315.0,1319,-4.0,1420.0,1421,-1.0,EV,4434,N13992,EWR,MHT,39.0,209,13,19,2013-11-07 18:00:00+00:00
2013,11,7,1856.0,1900,-4.0,2005.0,2014,-9.0,US,2160,N961UW,LGA,BOS,37.0,184,19,0,2013-11-08 00:00:00+00:00
2013,11,7,1958.0,1805,113.0,2130.0,1930,120.0,WN,1710,N276WN,EWR,MDW,111.0,711,18,5,2013-11-07 23:00:00+00:00
2013,11,7,2042.0,2001,41.0,2314.0,2220,54.0,EV,4321,N27190,EWR,MCI,183.0,1092,20,1,2013-11-08 01:00:00+00:00
2013,11,8,626.0,631,-5.0,732.0,742,-10.0,EV,4241,N13979,EWR,DCA,43.0,199,6,31,2013-11-08 11:00:00+00:00
2013,11,8,952.0,1000,-8.0,1111.0,1136,-25.0,UA,673,N414UA,LGA,ORD,116.0,733,10,0,2013-11-08 15:00:00+00:00
2013,11,8,1524.0,1512,12.0,1657.0,1641,16.0,EV,4502,N11547,EWR,BNA,124.0,748,15,12,2013-11-08 20:00:00+00:00
2013,11,8,1533.0,1530,3.0,1828.0,1829,-1.0,B6,83,N562JB,JFK,MCO,136.0,944,15,30,2013-11-08 20:00:00+00:00
2013,11,8,1939.0,1935,4.0,2221.0,2203,18.0,FL,1346,N607AT,LGA,ATL,116.0,762,19,35,2013-11-09 00:00:00+00:00
2013,11,8,2240.0,2140,60.0,2349.0,2250,59.0,MQ,3660,N544MQ,LGA,BNA,114.0,764,21,40,2013-11-09 02:00:00+00:00
2013,11,9,1338.0,1345,-7.0,1452.0,1506,-14.0,EV,5813,N13566,EWR,RIC,55.0,277,13,45,2013-11-09 18:00:00+00:00
2013,11,9,1354.0,1400,-6.0,1619.0,1632,-13.0,DL,2247,N904DL,LGA,ATL,118.0,762,14,0,2013-11-09 19:00:00+00:00
2013,11,10,905.0,910,-5.0,1201.0,1225,-24.0,DL,970,N336NB,LGA,FLL,155.0,1076,9,10,2013-11-10 14:00:00+00:00
2013,11,10,921.0,930,-9.0,1204.0,1237,-33.0,B6,271,N527JB,LGA,FLL,150.0,1076,9,30,2013-11-10 14:00:00+00:00
2013,11,10,1150.0,1151,-1.0,1406.0,1419,-13.0,FL,63,N947AT,LGA,ATL,112.0,762,11,51,2013-11-10 16:00:00+00:00
2013,11,10,1525.0,1530,-5.0,1830.0,1845,-15.0,AA,133,N336AA,JFK,LAX,325.0,2475,15,30,2013-11-10 20:00:00+00:00
2013,11,10,1712.0,1650,22.0,2023.0,2002,21.0,B6,89,N632JB,JFK,SAN,330.0,2446,16,50,2013-11-10 21:00:00+00:00
2013,11,10,1757.0,1759,-2.0,2103.0,2053,10.0,B6,299,N592JB,LGA,MCO,134.0,950,17,59,2013-11-10 22:00:00+00:00
2013,11,10,1858.0,1900,-2.0,2211.0,2218,-7.0,DL,1576,N3750D,JFK,SAN,323.0,2446,19,0,2013-11-11 00:00:00+00:00
2013,11,11,706.0,629,37.0,953.0,929,24.0,AA,1205,N3AAAA,EWR,MIA,145.0,1085,6,29,2013-11-11 11:00:00+00:00
2013,11,11,849.0,900,-11.0,1006.0,1023,-17.0,US,2173,N716UW,LGA,DCA,41.0,214,9,0,2013-11-11 14:00:00+00:00
2013,11,11,919.0,921,-2.0,1217.0,1235,-18.0,B6,223,N807JB,JFK,LAX,331.0,2475,9,21,2013-11-11 14:00:00+00:00
2013,11,11,1805.0,1804,1.0,2140.0,2135,5.0,UA,1481,N23721,EWR,PHX,299.0,2133,18,4,2013-11-11 23:00:00+00:00
2013,11,11,1927.0,1920,7.0,2108.0,2111,-3.0,9E,2931,N912XJ,JFK,PIT,68.0,340,19,20,2013-11-12 00:00:00+00:00
2013,11,12,651.0,700,-9.0,959.0,1002,-3.0,DL,1879,N316NB,LGA,FLL,167.0,1076,7,0,2013-11-12 12:00:00+00:00
2013,11,12,758.0,759,-1.0,938.0,934,4.0,AA,307,N493AA,LGA,ORD,117.0,733,7,59,2013-11-12 12:00:00+00:00
2013,11,12,1345.0,1351,-6.0,1700.0,1702,-2.0,DL,1775,N351NW,LGA,MIA,157.0,1096,13,51,2013-11-12 18:00:00+00:00
2013,11,12,1530.0,1535,-5.0,1654.0,1656,-2.0,US,1775,N952UW,LGA,PHL,38.0,96,15,35,2013-11-12 20:00:00+00:00
2013,11,12,1640.0,1629,11.0,1945.0,1926,19.0,B6,283,N561JB,JFK,MCO,151.0,944,16,29,2013-11-12 21:00:00+00:00
2013,11,12,2014.0,2018,-4.0,2318.0,2313,5.0,B6,153,N593JB,JFK,PBI,157.0,1028,20,18,2013-11-13 01:00:00+00:00
2013,11,12,2044.0,2005,39.0,2352.0,2310,42.0,B6,1201,N531JB,JFK,FLL,166.0,1069,20,5,2013-11-13 01:00:00+00:00
2013,11,13,726.0,730,-4.0,949.0,1042,-53.0,UA,376,N575UA,EWR,LAX,301.0,2454,7,30,2013-11-13 12:00:00+00:00
2013,11,13,1018.0,1010,8.0,1153.0,1135,18.0,MQ,3675,N1EAMQ,LGA,BNA,101.0,764,10,10,2013-11-13 15:00:00+00:00
2013,11,13,1242.0,1244,-2.0,1428.0,1446,-18.0,9E,3342,N928XJ,EWR,DTW,82.0,488,12,44,2013-11-13 17:00:00+00:00
2013,11,13,1702.0,1710,-8.0,1825.0,1835,-10.0,MQ,3365,N821MQ,JFK,DCA,41.0,213,17,10,2013-11-13 22:00:00+00:00
2013,11,13,1805.0,1800,5.0,2102.0,2120,-18.0,UA,1152,N23721,EWR,PDX,335.0,2434,18,0,2013-11-13 23:00:00+00:00
2013,11,13,1919.0,1920,-1.0,2217.0,2243,-26.0,B6,71,N644JB,JFK,SLC,275.0,1990,19,20,2013-11-14 00:00:00+00:00
2013,11,13,1935.0,1929,6.0,2210.0,2253,-43.0,UA,510,N811UA,EWR,LAX,307.0,2454,19,29,2013-11-14 00:00:00+00:00
2013,11,13,1937.0,1920,17.0,2103.0,2055,8.0,WN,152,N284WN,LGA,MKE,106.0,738,19,20,2013-11-14 00:00:00+00:00
2013,11,13,2002.0,2000,2.0,2102.0,2117,-15.0,9E,2950,N835AY,JFK,BWI,39.0,184,20,0,2013-11-14 01:00:00+00:00
2013,11,13,2033.0,2039,-6.0,2337.0,2355,-18.0,B6,1205,N519JB,JFK,PDX,337.0,2454,20,39,2013-11-14 01:00:00+00:00
2013,11,14,553.0,600,-7.0,912.0,933,-21.0,UA,303,N518UA,JFK,SFO,354.0,2586,6,0,2013-11-14 11:00:00+00:00
2013,11,14,852.0,855,-3.0,1003.0,1025,-22.0,EV,5220,N719EV,LGA,ROC,43.0,254,8,55,2013-11-14 13:00:00+00:00
2013,11,14,1814.0,1755,19.0,2033.0,1956,37.0,EV,4410,N16541,EWR,CAE,96.0,602,17,55,2013-11-14 22:00:00+00:00
2013,11,15,945.0,949,-4.0,1241.0,1237,4.0,B6,483,N585JB,JFK,MCO,145.0,944,9,49,2013-11-15 14:00:00+00:00
2013,11,15,1554.0,1600,-6.0,1711.0,1718,-7.0,US,2154,N955UW,LGA,BOS,39.0,184,16,0,2013-11-15 21:00:00+00:00
2013,11,15,1558.0,1605,-7.0,1820.0,1827,-7.0,EV,4538,N12567,EWR,SDF,118.0,642,16,5,2013-11-15 21:00:00+00:00
2013,11,15,1841.0,1830,11.0,2153.0,2200,-7.0,DL,442,N711ZX,JFK,SEA,322.0,2422,18,30,2013-11-15 23:00:00+00:00
2013,11,15,1938.0,1940,-2.0,2113.0,2125,-12.0,MQ,3374,N817MQ,JFK,RDU,70.0,427,19,40,2013-11-16 00:00:00+00:00
2013,11,15,2055.0,2050,5.0,110.0,135,-25.0,UA,1071,N37419,EWR,BQN,181.0,1585,20,50,2013-11-16 01:00:00+00:00
2013,11,16,958.0,1000,-2.0,1257.0,1236,21.0,DL,761,N370NB,LGA,DEN,248.0,1620,10,0,2013-11-16 15:00:00+00:00
2013,11,16,1054.0,1100,-6.0,1236.0,1250,-14.0,DL,835,N301NB,EWR,DTW,85.0,488,11,0,2013-11-16 16:00:00+00:00
2013,11,17,727.0,730,-3.0,833.0,836,-3.0,US,1736,N945UW,LGA,PHL,37.0,96,7,30,2013-11-17 12:00:00+00:00
2013,11,17,742.0,745,-3.0,1007.0,1012,-5.0,DL,807,N779NC,EWR,ATL,119.0,746,7,45,2013-11-17 12:00:00+00:00
2013,11,17,1008.0,1015,-7.0,1146.0,1130,16.0,MQ,3611,N542MQ,EWR,ORD,134.0,719,10,15,2013-11-17 15:00:00+00:00
2013,11,17,1837.0,1500,217.0,2127.0,1733,234.0,UA,1279,N24702,LGA,DEN,257.0,1620,15,0,2013-11-17 20:00:00+00:00
2013,11,17,1843.0,1845,-2.0,2055.0,2022,33.0,9E,3513,N912XJ,LGA,MKE,112.0,738,18,45,2013-11-17 23:00:00+00:00
2013,11,17,,1940,,,2125,,MQ,3374,N817MQ,JFK,RDU,,427,19,40,2013-11-18 00:00:00+00:00
2013,11,18,948.0,949,-1.0,1220.0,1237,-17.0,B6,483,N517JB,JFK,MCO,133.0,944,9,49,2013-11-18 14:00:00+00:00
2013,11,18,1555.0,1600,-5.0,1718.0,1719,-1.0,US,2187,N742PS,LGA,DCA,49.0,214,16,0,2013-11-18 21:00:00+00:00
2013,11,18,2014.0,1930,44.0,2335.0,2238,57.0,B6,225,N523JB,JFK,TPA,143.0,1005,19,30,2013-11-19 00:00:00+00:00
2013,11,18,,1300,,,1434,,EV,5378,N752EV,LGA,PIT,,335,13,0,2013-11-18 18:00:00+00:00
2013,11,19,823.0,830,-7.0,1035.0,1034,1.0,DL,2119,N360NW,LGA,MSP,162.0,1020,8,30,2013-11-19 13:00:00+00:00
2013,11,19,1354.0,1400,-6.0,1505.0,1507,-2.0,US,2150,N945UW,LGA,BOS,37.0,184,14,0,2013-11-19 19:00:00+00:00
2013,11,20,510.0,515,-5.0,749.0,808,-19.0,UA,1487,N69804,EWR,IAH,184.0,1400,5,15,2013-11-20 10:00:00+00:00
2013,11,20,826.0,830,-4.0,1140.0,1152,-12.0,UA,443,N596UA,JFK,LAX,343.0,2475,8,30,2013-11-20 13:00:00+00:00
2013,11,20,850.0,905,-15.0,1158.0,1220,-22.0,VX,161,N849VA,EWR,LAX,340.0,2454,9,5,2013-11-20 14:00:00+00:00
2013,11,20,1058.0,1105,-7.0,1158.0,1215,-17.0,MQ,3230,N8EGMQ,JFK,DCA,42.0,213,11,5,2013-11-20 16:00:00+00:00
2013,11,20,2001.0,2005,-4.0,2120.0,2130,-10.0,MQ,3604,N543MQ,EWR,ORD,114.0,719,20,5,2013-11-21 01:00:00+00:00
2013,11,21,610.0,610,0.0,751.0,801,-10.0,EV,5904,N14143,EWR,CMH,77.0,463,6,10,2013-11-21 11:00:00+00:00
2013,11,21,946.0,945,1.0,1246.0,1230,16.0,VX,251,N847VA,JFK,LAS,327.0,2248,9,45,2013-11-21 14:00:00+00:00
2013,11,21,1014.0,1015,-1.0,1209.0,1218,-9.0,US,893,N189UW,JFK,CLT,92.0,541,10,15,2013-11-21 15:00:00+00:00
2013,11,21,1045.0,1049,-4.0,1228.0,1239,-11.0,EV,4162,N14117,EWR,STL,144.0,872,10,49,2013-11-21 15:00:00+00:00
2013,11,21,1847.0,1818,29.0,2207.0,2131,36.0,UA,414,N570UA,EWR,SNA,343.0,2434,18,18,2013-11-21 23:00:00+00:00
2013,11,22,833.0,843,-10.0,1045.0,1033,12.0,EV,4109,N13958,EWR,STL,153.0,872,8,43,2013-11-22 13:00:00+00:00
2013,11,22,1256.0,1300,-4.0,1401.0,1414,-13.0,B6,34,N294JB,JFK,BTV,50.0,266,13,0,2013-11-22 18:00:00+00:00
2013,11,22,1452.0,1445,7.0,1750.0,1757,-7.0,B6,1171,N779JB,LGA,FLL,149.0,1076,14,45,2013-11-22 19:00:00+00:00
2013,11,22,2000.0,2001,-1.0,2226.0,2220,6.0,EV,4321,N13123,EWR,MCI,184.0,1092,20,1,2013-11-23 01:00:00+00:00
2013,11,22,2119.0,2040,39.0,2324.0,2300,24.0,9E,4033,N8525B,LGA,TYS,103.0,647,20,40,2013-11-23 01:00:00+00:00
2013,11,23,950.0,1010,-20.0,1105.0,1129,-24.0,EV,5736,N825AS,LGA,IAD,50.0,229,10,10,2013-11-23 15:00:00+00:00
2013,11,23,1454.0,1500,-6.0,1823.0,1805,18.0,MQ,3072,N525MQ,JFK,TPA,166.0,1005,15,0,2013-11-23 20:00:00+00:00
2013,11,23,1529.0,1530,-1.0,1840.0,1858,-18.0,DL,417,N154DL,JFK,LAX,338.0,2475,15,30,2013-11-23 20:00:00+00:00
2013,11,23,1741.0,1745,-4.0,1920.0,1920,0.0,EV,4191,N12126,EWR,BNA,141.0,748,17,45,2013-11-23 22:00:00+00:00
2013,11,24,1025.0,1030,-5.0,1317.0,1340,-23.0,AA,19,N328AA,JFK,LAX,331.0,2475,10,30,2013-11-24 15:00:00+00:00
2013,11,24,1207.0,1200,7.0,1358.0,1359,-1.0,US,1973,N564UW,JFK,CLT,86.0,541,12,0,2013-11-24 17:00:00+00:00
2013,11,24,1558.0,1600,-2.0,1920.0,1903,17.0,B6,305,N590JB,EWR,FLL,166.0,1065,16,0,2013-11-24 21:00:00+00:00
2013,11,24,1858.0,1901,-3.0,2234.0,2243,-9.0,DL,245,N3767,JFK,PHX,300.0,2153,19,1,2013-11-25 00:00:00+00:00
2013,11,24,1911.0,1845,26.0,2117.0,2040,37.0,MQ,3349,N537MQ,LGA,MSP,156.0,1020,18,45,2013-11-24 23:00:00+00:00
2013,11,25,605.0,615,-10.0,859.0,920,-21.0,AA,1175,N3ADAA,LGA,MIA,153.0,1096,6,15,2013-11-25 11:00:00+00:00
2013,11,25,815.0,820,-5.0,947.0,1002,-15.0,EV,4869,N707EV,LGA,RIC,64.0,292,8,20,2013-11-25 13:00:00+00:00
2013,11,25,900.0,905,-5.0,1146.0,1225,-39.0,VX,161,N835VA,EWR,LAX,322.0,2454,9,5,2013-11-25 14:00:00+00:00
2013,11,25,1134.0,1135,-1.0,1421.0,1439,-18.0,DL,1875,N323NB,LGA,TPA,150.0,1010,11,35,2013-11-25 16:00:00+00:00
2013,11,25,1214.0,1220,-6.0,1348.0,1350,-2.0,MQ,3461,N818MQ,LGA,BNA,125.0,764,12,20,2013-11-25 17:00:00+00:00
2013,11,25,1558.0,1600,-2.0,1848.0,1906,-18.0,DL,2459,N392DA,JFK,MCO,144.0,944,16,0,2013-11-25 21:00:00+00:00
2013,11,25,1641.0,1648,-7.0,1754.0,1808,-14.0,EV,4695,N13958,EWR,ROC,52.0,246,16,48,2013-11-25 21:00:00+00:00
2013,11,25,1900.0,1851,9.0,2215.0,2200,15.0,UA,1128,N21723,LGA,IAH,233.0,1416,18,51,2013-11-25 23:00:00+00:00
2013,11,25,2011.0,2014,-3.0,2257.0,2242,15.0,EV,4333,N12145,EWR,TUL,203.0,1215,20,14,2013-11-26 01:00:00+00:00
2013,11,25,2108.0,2059,9.0,2330.0,2334,-4.0,EV,4377,N29917,EWR,JAX,126.0,820,20,59,2013-11-26 01:00:00+00:00
2013,11,26,722.0,730,-8.0,1036.0,1040,-4.0,AA,1381,N487AA,EWR,DFW,213.0,1372,7,30,2013-11-26 12:00:00+00:00
2013,11,26,803.0,754,9.0,911.0,911,0.0,B6,1307,N193JB,JFK,IAD,48.0,228,7,54,2013-11-26 12:00:00+00:00
2013,11,26,852.0,857,-5.0,1204.0,1210,-6.0,UA,997,N567UA,EWR,LAX,334.0,2454,8,57,2013-11-26 13:00:00+00:00
2013,11,26,935.0,925,10.0,1206.0,1153,13.0,FL,1971,N964AT,LGA,ATL,125.0,762,9,25,2013-11-26 14:00:00+00:00
2013,11,26,1119.0,1100,19.0,1222.0,1214,8.0,US,2177,N708UW,LGA,DCA,49.0,214,11,0,2013-11-26 16:00:00+00:00
2013,11,26,1802.0,1745,17.0,1948.0,1954,-6.0,DL,1321,N337NB,EWR,MSP,147.0,1008,17,45,2013-11-26 22:00:00+00:00
2013,11,26,1935.0,1935,0.0,2141.0,2149,-8.0,9E,2911,N601LR,JFK,CVG,99.0,589,19,35,2013-11-27 00:00:00+00:00
2013,11,26,2124.0,2106,18.0,2359.0,2343,16.0,B6,1677,N374JB,JFK,JAX,131.0,828,21,6,2013-11-27 02:00:00+00:00
2013,11,26,2316.0,2014,182.0,24.0,2139,165.0,EV,4224,N13995,EWR,MKE,114.0,725,20,14,2013-11-27 01:00:00+00:00
2013,11,27,720.0,730,-10.0,958.0,1040,-42.0,AA,1381,N576AA,EWR,DFW,199.0,1372,7,30,2013-11-27 12:00:00+00:00
2013,11,27,1010.0,1010,0.0,1122.0,1146,-24.0,UA,1622,N37456,EWR,ORD,105.0,719,10,10,2013-11-27 15:00:00+00:00
2013,11,27,1110.0,1115,-5.0,1233.0,1252,-19.0,EV,5273,N614QX,LGA,PIT,63.0,335,11,15,2013-11-27 16:00:00+00:00
2013,11,27,1650.0,1700,-10.0,1815.0,1815,0.0,US,2156,N955UW,LGA,BOS,41.0,184,17,0,2013-11-27 22:00:00+00:00
2013,11,27,1742.0,1730,12.0,2120.0,2106,14.0,B6,415,N637JB,JFK,SFO,344.0,2586,17,30,2013-11-27 22:00:00+00:00
2013,11,27,1931.0,1929,2.0,2250.0,2255,-5.0,UA,1526,N14106,EWR,LAX,325.0,2454,19,29,2013-11-28 00:00:00+00:00
2013,11,28,557.0,600,-3.0,809.0,825,-16.0,DL,1377,N390DA,LGA,ATL,109.0,762,6,0,2013-11-28 11:00:00+00:00
2013,11,28,800.0,639,81.0,924.0,807,77.0,EV,3808,N13969,EWR,PIT,62.0,319,6,39,2013-11-28 11:00:00+00:00
2013,11,28,817.0,820,-3.0,1132.0,1153,-21.0,UA,447,N447UA,EWR,PHX,294.0,2133,8,20,2013-11-28 13:00:00+00:00
2013,11,28,1324.0,1325,-1.0,1448.0,1448,0.0,B6,2402,N358JB,JFK,BUF,63.0,301,13,25,2013-11-28 18:00:00+00:00
2013,11,28,1857.0,1859,-2.0,2025.0,2055,-30.0,9E,2928,N937XJ,JFK,ORD,121.0,740,18,59,2013-11-28 23:00:00+00:00
2013,11,29,835.0,840,-5.0,1150.0,1155,-5.0,UA,1496,N29717,EWR,SNA,353.0,2434,8,40,2013-11-29 13:00:00+00:00
2013,11,29,1156.0,1205,-9.0,1326.0,1350,-24.0,MQ,3404,N6EAMQ,LGA,RDU,68.0,431,12,5,2013-11-29 17:00:00+00:00
2013,11,29,1158.0,1200,-2.0,1343.0,1336,7.0,UA,544,N820UA,LGA,ORD,120.0,733,12,0,2013-11-29 17:00:00+00:00
2013,11,29,1257.0,1300,-3.0,1607.0,1610,-3.0,VX,165,N635VA,EWR,LAX,348.0,2454,13,0,2013-11-29 18:00:00+00:00
2013,11,29,1456.0,1500,-4.0,1742.0,1740,2.0,MQ,3202,N601MQ,JFK,IND,111.0,665,15,0,2013-11-29 20:00:00+00:00
2013,11,29,1618.0,1620,-2.0,1809.0,1824,-15.0,DL,2231,N322US,LGA,DTW,83.0,502,16,20,2013-11-29 21:00:00+00:00
2013,11,29,1642.0,1630,12.0,1830.0,1808,22.0,EV,3813,N13958,EWR,GSO,90.0,445,16,30,2013-11-29 21:00:00+00:00
2013,11,29,1759.0,1800,-1.0,1947.0,2005,-18.0,US,1986,N183UW,JFK,CLT,82.0,541,18,0,2013-11-29 23:00:00+00:00
2013,11,29,2028.0,2033,-5.0,2148.0,2206,-18.0,FL,1159,N948AT,LGA,CAK,62.0,397,20,33,2013-11-30 01:00:00+00:00
2013,11,29,2102.0,2110,-8.0,2253.0,2306,-13.0,EV,4885,N612QX,LGA,ILM,77.0,500,21,10,2013-11-30 02:00:00+00:00
2013,11,29,2231.0,1815,256.0,26.0,2105,201.0,WN,1049,N477WN,EWR,MSY,160.0,1167,18,15,2013-11-29 23:00:00+00:00
2013,11,30,742.0,745,-3.0,1034.0,1058,-24.0,DL,183,N713TW,JFK,SEA,330.0,2422,7,45,2013-11-30 12:00:00+00:00
2013,11,30,816.0,820,-4.0,1009.0,1021,-12.0,US,409,N659AW,EWR,CLT,87.0,529,8,20,2013-11-30 13:00:00+00:00
2013,11,30,824.0,830,-6.0,1013.0,1034,-21.0,DL,2119,N354NW,LGA,MSP,147.0,1020,8,30,2013-11-30 13:00:00+00:00
2013,11,30,1031.0,959,32.0,1145.0,1116,29.0,EV,5711,N834AS,JFK,IAD,49.0,228,9,59,2013-11-30 14:00:00+00:00
2013,11,30,1149.0,1155,-6.0,1256.0,1320,-24.0,EV,3827,N14904,EWR,ORF,53.0,284,11,55,2013-11-30 16:00:00+00:00
2013,11,30,1655.0,1700,-5.0,2002.0,2035,-33.0,UA,512,N597UA,JFK,SFO,342.0,2586,17,0,2013-11-30 22:00:00+00:00
2013,11,30,1814.0,1813,1.0,1951.0,1934,17.0,EV,4131,N13958,EWR,RIC,67.0,277,18,13,2013-11-30 23:00:00+00:00
2013,11,30,1821.0,1804,17.0,2103.0,2130,-27.0,UA,1735,N37437,EWR,LAX,319.0,2454,18,4,2013-11-30 23:00:00+00:00
2013,12,1,644.0,614,30.0,836.0,805,31.0,EV,4581,N11192,EWR,CMH,75.0,463,6,14,2013-12-01 11:00:00+00:00
2013,12,1,1008.0,1010,-2.0,1123.0,1146,-23.0,UA,1622,N35407,EWR,ORD,113.0,719,10,10,2013-12-01 15:00:00+00:00
2013,12,1,1127.0,1130,-3.0,1414.0,1435,-21.0,AA,1623,N3KAAA,EWR,MIA,142.0,1085,11,30,2013-12-01 16:00:00+00:00
2013,12,1,1129.0,1125,4.0,1341.0,1400,-19.0,WN,3736,N280WN,LGA,DEN,232.0,1620,11,25,2013-12-01 16:00:00+00:00
2013,12,1,1426.0,1432,-6.0,1735.0,1759,-24.0,UA,1296,N14118,EWR,SFO,347.0,2565,14,32,2013-12-01 19:00:00+00:00
2013,12,1,1727.0,1645,42.0,2037.0,2014,23.0,DL,477,N718TW,JFK,LAX,329.0,2475,16,45,2013-12-01 21:00:00+00:00
2013,12,1,1840.0,1830,10.0,2033.0,2035,-2.0,US,425,N545UW,JFK,CLT,80.0,541,18,30,2013-12-01 23:00:00+00:00
2013,12,1,2214.0,2150,24.0,49.0,36,13.0,B6,1183,N561JB,JFK,MCO,132.0,944,21,50,2013-12-02 02:00:00+00:00
2013,12,2,1632.0,1640,-8.0,1751.0,1820,-29.0,MQ,3216,N902MQ,JFK,ORF,51.0,290,16,40,2013-12-02 21:00:00+00:00
